gateway_txn_id,order_id,merchant_id,payment_method,gateway_name,gross_amount,fee_amount,net_amount,currency,status,customer_name,payer_email,initiated_at,completed_at,settled_at,bank_settlement_ref
PG169300008740476,OD169300008740476,MERCH_DIST_001,QRIS,DANA,288000,7216,280784,IDR,SETTLED,Agen Bayu,agen.bayu@mail.com,2023-08-02 22:00:00,2023-08-02 22:03:00,2023-08-04 06:03:00,5OUM-NZDN-PBS4-E6H6
PG169300010516800,OD169300010516800,MERCH_DIST_001,E_WALLET,DANA,537000,17971,519029,IDR,SETTLED,Grosir Dedi,grosir.dedi@yahoo.com,2023-08-01 22:00:00,2023-08-01 22:04:00,2023-08-02 12:04:00,3U3M-WN6Y-N4D9-SEG2
PG169300015641220,OD169300015641220,MERCH_DIST_001,QRIS,DANA,35000,989,34011,IDR,SETTLED,Warung Nana,nana@gmail.com,2023-08-30 21:00:00,2023-08-30 21:03:00,2023-09-01 07:03:00,WPIR-90KN-4N60-SNAP
PG169300013875722,OD169300013875722,MERCH_DIST_001,E_WALLET,OVO,361000,11015,349985,IDR,SETTLED,Kios Agus,kios.agus@yahoo.com,2023-08-31 22:00:00,2023-08-31 22:02:00,2023-09-01 12:02:00,ML1U-UKFU-8C23-L5V3
PG169300015819170,OD169300015819170,MERCH_DIST_001,E_WALLET,GOPAY,492000,7674,484326,IDR,SETTLED,UD Rizal,ud.rizal@mail.com,2023-08-17 15:00:00,2023-08-17 15:04:00,2023-08-18 15:04:00,J1EX-9O20-DTG8-CZBH
PG169300006774108,OD169300006774108,MERCH_DIST_001,QRIS,SHOPEEPAY,224000,4132,219868,IDR,SETTLED,Kios Sari,kios.sari@yahoo.com,2023-08-22 13:00:00,2023-08-22 13:02:00,2023-08-23 12:02:00,7IQ9-EF7V-JCCM-77K9
PG169300023769700,OD169300023769700,MERCH_DIST_001,E_WALLET,GOPAY,392000,6619,385381,IDR,SETTLED,Depot Nana,depot.nana@gmail.com,2023-08-21 13:00:00,2023-08-21 13:03:00,2023-08-22 11:03:00,M839-02E6-CEIZ-MIFA
PG169300011685824,OD169300011685824,MERCH_DIST_001,E_WALLET,GOPAY,144000,2776,141224,IDR,SETTLED,Warung Edi,edi@email.com,2023-08-30 22:00:00,2023-08-30 22:04:00,2023-08-31 16:04:00,UCBO-WM6J-34BE-JHJ9
PG169300016696372,OD169300016696372,MERCH_DIST_001,QRIS,LINKAJA,591000,15685,575315,IDR,SETTLED,Depot Kusuma,depot.kusuma@email.com,2023-08-15 19:00:00,2023-08-15 19:04:00,2023-08-16 23:04:00,09S6-AL91-2CBV-MAB3
PG169300012268320,OD169300012268320,MERCH_DIST_001,QRIS,LINKAJA,48000,921,47079,IDR,SETTLED,Kios Kiki,kios.kiki@gmail.com,2023-08-18 21:00:00,2023-08-18 21:02:00,2023-08-19 21:02:00,GT8Q-JKYY-AOA4-0XL7
PG169300020231156,OD169300020231156,MERCH_DIST_001,QRIS,SHOPEEPAY,632000,9521,622479,IDR,SETTLED,Toko Joni,joni@yahoo.com,2023-08-02 17:00:00,2023-08-02 17:03:00,2023-08-04 03:03:00,KGYE-F8UW-3AR7-56C9
PG169300003755364,OD169300003755364,MERCH_DIST_001,QRIS,DANA,174000,5708,168292,IDR,SETTLED,Depot Gunawan,depot.gunawan@yahoo.com,2023-08-25 14:00:00,2023-08-25 14:01:00,2023-08-26 08:01:00,K6KZ-IDRJ-XG42-QUJ4
PG169300017568086,OD169300017568086,MERCH_DIST_001,E_WALLET,GOPAY,566000,19742,546258,IDR,SETTLED,Grosir Rudi,grosir.rudi@yahoo.com,2023-09-02 15:00:00,2023-09-02 15:01:00,2023-09-03 20:01:00,4YRM-83WN-YXG1-AXL8
PG169300018023445,OD169300018023445,MERCH_DIST_001,QRIS,OVO,682000,12280,669720,IDR,SETTLED,UD Asep,ud.asep@yahoo.com,2023-08-09 18:00:00,2023-08-09 18:02:00,2023-08-10 06:02:00,3ODX-NGI7-BNH3-J3ME
PG169300012801600,OD169300012801600,MERCH_DIST_001,E_WALLET,LINKAJA,556000,17638,538362,IDR,SETTLED,Agen Galang,agen.galang@gmail.com,2023-08-14 16:00:00,2023-08-14 16:03:00,2023-08-16 00:03:00,EFST-8SPP-QFW2-3CQQ
PG169300007134430,OD169300007134430,MERCH_DIST_001,QRIS,SHOPEEPAY,864000,20307,843693,IDR,SETTLED,Agen Putra,agen.putra@gmail.com,2023-08-23 15:00:00,2023-08-23 15:03:00,2023-08-24 04:03:00,OXCN-9NA2-5U0S-XJ1H
PG169300004771624,OD169300004771624,MERCH_DIST_001,QRIS,GOPAY,632000,14223,617777,IDR,SETTLED,Warung Joni,joni@email.com,2023-08-04 21:00:00,2023-08-04 21:05:00,2023-08-05 17:05:00,1KYJ-2ON9-JWJG-SUAV
PG169300016057688,OD169300016057688,MERCH_DIST_001,QRIS,GOPAY,237000,4227,232773,IDR,SETTLED,Warung Tono,tono@mail.com,2023-08-04 15:00:00,2023-08-04 15:02:00,2023-08-05 20:02:00,7X9Y-7V3S-KU7L-F9H7
PG169300004757100,OD169300004757100,MERCH_DIST_001,QRIS,SHOPEEPAY,518000,9739,508261,IDR,SETTLED,Warung Riska,riska@gmail.com,2023-09-01 16:00:00,2023-09-01 16:04:00,2023-09-02 14:04:00,2UKO-XOOR-DWLA-8KKZ
PG169300013248870,OD169300013248870,MERCH_DIST_001,E_WALLET,OVO,430000,8890,421110,IDR,SETTLED,PT Tono,pt.tono@yahoo.com,2023-08-19 18:00:00,2023-08-19 18:04:00,2023-08-20 12:04:00,ZFYM-U406-W2SY-FCS8
PG169300005690804,OD169300005690804,MERCH_DIST_001,QRIS,DANA,216000,7433,208567,IDR,SETTLED,UD Tono,ud.tono@gmail.com,2023-08-24 19:00:00,2023-08-24 19:05:00,2023-08-25 13:05:00,Q0EL-7PLQ-LF1S-C59A
PG169300017112032,OD169300017112032,MERCH_DIST_001,QRIS,SHOPEEPAY,144000,3567,140433,IDR,SETTLED,Kios Lisa,kios.lisa@yahoo.com,2023-08-01 14:00:00,2023-08-01 14:05:00,2023-08-02 16:05:00,IPTY-SK1L-4WV4-D1HQ
PG169300012991473,OD169300012991473,MERCH_DIST_001,E_WALLET,GOPAY,654000,12127,641873,IDR,SETTLED,Warung Qomar,qomar@gmail.com,2023-09-02 17:00:00,2023-09-02 17:01:00,2023-09-03 18:01:00,UILN-C5WQ-U0FJ-UCRT
PG169300003939210,OD169300003939210,MERCH_DIST_001,E_WALLET,LINKAJA,672000,15526,656474,IDR,SETTLED,Agen Candra,agen.candra@email.com,2023-08-26 21:00:00,2023-08-26 21:01:00,2023-08-28 03:01:00,3PAX-N9H9-JQW6-QKHE
PG169300020460604,OD169300020460604,MERCH_DIST_001,E_WALLET,LINKAJA,213000,3280,209720,IDR,SETTLED,CV Opi,cv.opi@yahoo.com,2023-08-05 14:00:00,2023-08-05 14:04:00,2023-08-06 14:04:00,Q7WD-F2Y6-GLEI-U5C4
PG169300015879377,OD169300015879377,MERCH_DIST_001,E_WALLET,OVO,1344000,39397,1304603,IDR,SETTLED,Warung Sari,sari@gmail.com,2023-08-27 13:00:00,2023-08-27 13:05:00,2023-08-28 09:05:00,QO8M-JXKU-SA2J-UMJZ
PG169300004723376,OD169300004723376,MERCH_DIST_001,E_WALLET,LINKAJA,748000,26125,721875,IDR,SETTLED,Agen Candra,agen.candra@gmail.com,2023-08-29 17:00:00,2023-08-29 17:02:00,2023-08-30 14:02:00,W8WQ-ZDSH-53F8-HHFI
PG169300008900385,OD169300008900385,MERCH_DIST_001,QRIS,DANA,390000,9492,380508,IDR,SETTLED,PT Indra,pt.indra@gmail.com,2023-08-23 19:00:00,2023-08-23 19:04:00,2023-08-24 16:04:00,R6GZ-4N14-YKRE-8IT0
PG169300012832160,OD169300012832160,MERCH_DIST_001,QRIS,SHOPEEPAY,84000,2402,81598,IDR,SETTLED,TB Wawan,tb.wawan@mail.com,2023-08-25 17:00:00,2023-08-25 17:03:00,2023-08-27 01:03:00,M879-6EB6-3PTL-4BT1
PG169300004966866,OD169300004966866,MERCH_DIST_001,QRIS,SHOPEEPAY,208000,3931,204069,IDR,SETTLED,TB Priyanto,tb.priyanto@yahoo.com,2023-08-25 23:00:00,2023-08-25 23:05:00,2023-08-26 15:05:00,UYZN-6RQL-ZX5W-IHRQ
PG169300024100188,OD169300024100188,MERCH_DIST_001,QRIS,SHOPEEPAY,276000,6924,269076,IDR,SETTLED,PT Yanto,pt.yanto@mail.com,2023-08-27 16:00:00,2023-08-27 16:04:00,2023-08-28 12:04:00,LRVD-RYAZ-7728-6W21
PG169300004191000,OD169300004191000,MERCH_DIST_001,QRIS,DANA,210000,7302,202698,IDR,SETTLED,Depot Udin,depot.udin@mail.com,2023-08-18 18:00:00,2023-08-18 18:04:00,2023-08-19 07:04:00,INI2-7A9G-H68S-PDBW
PG169300008828366,OD169300008828366,MERCH_DIST_001,QRIS,OVO,221000,7328,213672,IDR,SETTLED,UD Tri,ud.tri@yahoo.com,2023-08-09 14:00:00,2023-08-09 14:05:00,2023-08-10 06:05:00,Q477-A3MU-RL1B-RUM3
PG169300007886955,OD169300007886955,MERCH_DIST_001,E_WALLET,OVO,287000,7608,279392,IDR,SETTLED,TB Edi,tb.edi@yahoo.com,2023-08-22 20:00:00,2023-08-22 20:03:00,2023-08-23 14:03:00,4JH9-HR0K-P5ZD-923C
PG169300020594594,OD169300020594594,MERCH_DIST_001,E_WALLET,SHOPEEPAY,480000,7531,472469,IDR,SETTLED,Warung Siti,siti@email.com,2023-08-13 13:00:00,2023-08-13 13:01:00,2023-08-14 06:01:00,PWQG-1N5V-14QW-12S1
PG169300009664564,OD169300009664564,MERCH_DIST_001,QRIS,LINKAJA,168000,4093,163907,IDR,SETTLED,Grosir Bambang,grosir.bambang@mail.com,2023-08-06 14:00:00,2023-08-06 14:03:00,2023-08-07 20:03:00,LXI8-V6TS-MOWC-D3SX
PG169300018587308,OD169300018587308,MERCH_DIST_001,E_WALLET,GOPAY,654000,21740,632260,IDR,SETTLED,Kios Fitri,kios.fitri@mail.com,2023-08-15 13:00:00,2023-08-15 13:03:00,2023-08-17 01:03:00,J2FF-MVFD-AXEX-1N10
PG169300008069424,OD169300008069424,MERCH_DIST_001,E_WALLET,DANA,84000,2598,81402,IDR,SETTLED,Kios Lisa,kios.lisa@gmail.com,2023-08-28 12:00:00,2023-08-28 12:02:00,2023-08-29 04:02:00,MX59-OPB5-F8L6-VMWU
PG169300009900625,OD169300009900625,MERCH_DIST_001,E_WALLET,SHOPEEPAY,276000,7800,268200,IDR,SETTLED,UD Nina,ud.nina@yahoo.com,2023-08-02 17:00:00,2023-08-02 17:04:00,2023-08-03 14:04:00,PXMB-7Z4J-7AQ3-UYWG
PG169300006553584,OD169300006553584,MERCH_DIST_001,E_WALLET,LINKAJA,722000,17352,704648,IDR,SETTLED,Agen Sari,agen.sari@yahoo.com,2023-09-02 12:00:00,2023-09-02 12:02:00,2023-09-03 07:02:00,DQSZ-VN73-L6PK-H72O
PG169300004357128,OD169300004357128,MERCH_DIST_001,QRIS,SHOPEEPAY,752000,25682,726318,IDR,SETTLED,UD Erna,ud.erna@email.com,2023-08-19 20:00:00,2023-08-19 20:04:00,2023-08-20 11:04:00,ZGNG-W24J-MEDX-E95H
PG169300003647708,OD169300003647708,MERCH_DIST_001,E_WALLET,OVO,144000,2578,141422,IDR,SETTLED,PT Rizal,pt.rizal@gmail.com,2023-08-04 13:00:00,2023-08-04 13:01:00,2023-08-05 20:01:00,8PFG-8780-72H0-40OY
PG169300013867221,OD169300013867221,MERCH_DIST_001,QRIS,OVO,270000,8486,261514,IDR,SETTLED,PT Agus,pt.agus@yahoo.com,2023-08-15 13:00:00,2023-08-15 13:04:00,2023-08-17 01:04:00,O4DW-7DMW-RM9N-LFUK
PG169300012864000,OD169300012864000,MERCH_DIST_001,E_WALLET,DANA,252000,6899,245101,IDR,SETTLED,Depot Nina,depot.nina@mail.com,2023-08-25 20:00:00,2023-08-25 20:03:00,2023-08-27 05:03:00,AGJ5-A37Q-V4PK-22ZF
PG169300012262068,OD169300012262068,MERCH_DIST_001,QRIS,SHOPEEPAY,593000,20618,572382,IDR,SETTLED,PT Pandu,pt.pandu@mail.com,2023-08-16 13:00:00,2023-08-16 13:04:00,2023-08-18 01:04:00,3ACC-W1IY-7XVM-7QJE
PG169300019471200,OD169300019471200,MERCH_DIST_001,E_WALLET,SHOPEEPAY,226000,3761,222239,IDR,SETTLED,CV Tri,cv.tri@email.com,2023-08-28 15:00:00,2023-08-28 15:05:00,2023-08-29 08:05:00,GNSY-B85U-BHHA-W7K7
PG169300015857281,OD169300015857281,MERCH_DIST_001,E_WALLET,DANA,322000,10676,311324,IDR,SETTLED,Grosir Erna,grosir.erna@yahoo.com,2023-08-15 18:00:00,2023-08-15 18:04:00,2023-08-17 06:04:00,L1BG-49R7-UR6Z-HHKD
PG169300012422580,OD169300012422580,MERCH_DIST_001,E_WALLET,GOPAY,444000,13322,430678,IDR,SETTLED,CV Edi,cv.edi@email.com,2023-08-19 16:00:00,2023-08-19 16:03:00,2023-08-20 13:03:00,K08Q-XUHY-Y9IT-X7PP
PG169300017754154,OD169300017754154,MERCH_DIST_001,E_WALLET,SHOPEEPAY,296000,10104,285896,IDR,SETTLED,Toko Putra,putra@yahoo.com,2023-08-05 17:00:00,2023-08-05 17:04:00,2023-08-06 06:04:00,I57C-MTRU-KR4W-14CY
PG169300007780577,OD169300007780577,MERCH_DIST_001,E_WALLET,GOPAY,324000,6477,317523,IDR,SETTLED,Kios Wawan,kios.wawan@email.com,2023-08-04 14:00:00,2023-08-04 14:05:00,2023-08-05 08:05:00,CVOE-IT4F-PDJM-IPEU
PG169300015307848,OD169300015307848,MERCH_DIST_001,QRIS,SHOPEEPAY,726000,22325,703675,IDR,SETTLED,Kios Gita,kios.gita@mail.com,2023-08-02 22:00:00,2023-08-02 22:02:00,2023-08-04 09:02:00,512K-L2XQ-XT2L-X2FS
PG169300013878000,OD169300013878000,MERCH_DIST_001,E_WALLET,LINKAJA,186000,4623,181377,IDR,SETTLED,UD Lisa,ud.lisa@gmail.com,2023-08-24 22:00:00,2023-08-24 22:04:00,2023-08-25 22:04:00,1TXE-J0Y9-JR21-GAFL
PG169300011266122,OD169300011266122,MERCH_DIST_001,QRIS,DANA,378000,5828,372172,IDR,SETTLED,Toko Herman,herman@yahoo.com,2023-08-10 23:00:00,2023-08-10 23:05:00,2023-08-11 13:05:00,KN42-SCKJ-4WBV-PD6J
PG169300017691948,OD169300017691948,MERCH_DIST_001,QRIS,LINKAJA,383000,9235,373765,IDR,SETTLED,Depot Putri,depot.putri@yahoo.com,2023-08-17 21:00:00,2023-08-17 21:04:00,2023-08-19 05:04:00,25NL-LW00-P1JB-LEER
PG169300020579130,OD169300020579130,MERCH_DIST_001,QRIS,OVO,560000,13173,546827,IDR,SETTLED,Agen Dian,agen.dian@mail.com,2023-08-28 20:00:00,2023-08-28 20:04:00,2023-08-30 04:04:00,ZLV8-PKLM-IR36-3U2Z
PG169300018525508,OD169300018525508,MERCH_DIST_001,QRIS,OVO,531000,12835,518165,IDR,SETTLED,Kios Candra,kios.candra@mail.com,2023-08-14 20:00:00,2023-08-14 20:05:00,2023-08-15 15:05:00,65KV-EGF5-OXN2-D3CQ
PG169300014282502,OD169300014282502,MERCH_DIST_001,QRIS,OVO,354000,8106,345894,IDR,SETTLED,TB Agus,tb.agus@email.com,2023-08-08 13:00:00,2023-08-08 13:03:00,2023-08-09 11:03:00,SWZA-3860-2BFM-JHE1
PG169300019009440,OD169300019009440,MERCH_DIST_001,QRIS,SHOPEEPAY,261000,4856,256144,IDR,SETTLED,Depot Fitri,depot.fitri@mail.com,2023-08-19 17:00:00,2023-08-19 17:03:00,2023-08-20 17:03:00,2R32-7IYV-RCCU-1V1V
PG169300006020973,OD169300006020973,MERCH_DIST_001,QRIS,SHOPEEPAY,347000,9603,337397,IDR,SETTLED,Grosir Nurul,grosir.nurul@yahoo.com,2023-08-23 18:00:00,2023-08-23 18:05:00,2023-08-24 18:05:00,P687-82AN-JK3Y-W4ER
PG169300010987168,OD169300010987168,MERCH_DIST_001,E_WALLET,DANA,298000,7385,290615,IDR,SETTLED,Warung Agus,agus@yahoo.com,2023-08-02 21:00:00,2023-08-02 21:01:00,2023-08-04 05:01:00,LBZG-81BY-HFXB-34YX
PG169300022190466,OD169300022190466,MERCH_DIST_001,QRIS,OVO,535000,12179,522821,IDR,SETTLED,Depot Kiki,depot.kiki@gmail.com,2023-08-07 18:00:00,2023-08-07 18:03:00,2023-08-08 16:03:00,CUQC-159C-MFWV-EEU9
PG169300005577572,OD169300005577572,MERCH_DIST_001,QRIS,DANA,192000,3435,188565,IDR,SETTLED,PT Nurul,pt.nurul@yahoo.com,2023-08-10 14:00:00,2023-08-10 14:02:00,2023-08-11 06:02:00,NRG7-KGAL-KF92-H2IH
PG169300014210708,OD169300014210708,MERCH_DIST_001,E_WALLET,GOPAY,486000,15708,470292,IDR,SETTLED,Agen Kiki,agen.kiki@gmail.com,2023-08-24 14:00:00,2023-08-24 14:04:00,2023-08-25 22:04:00,W9AD-P90Z-16RN-VL1Q
PG169300014941119,OD169300014941119,MERCH_DIST_001,E_WALLET,OVO,692000,22102,669898,IDR,SETTLED,Depot Hendra,depot.hendra@email.com,2023-08-10 16:00:00,2023-08-10 16:04:00,2023-08-11 17:04:00,4KC9-BUWK-JX68-YM2U
PG169300011850624,OD169300011850624,MERCH_DIST_001,QRIS,OVO,252000,8610,243390,IDR,SETTLED,UD Hendra,ud.hendra@email.com,2023-09-04 14:00:00,2023-09-04 14:02:00,2023-09-05 07:02:00,7S5Z-4D74-OKZ0-5K3I
PG169300020087971,OD169300020087971,MERCH_DIST_001,E_WALLET,LINKAJA,590000,13541,576459,IDR,SETTLED,Warung Hendra,hendra@email.com,2023-08-30 17:00:00,2023-08-30 17:04:00,2023-09-01 01:04:00,96HW-LJAD-92FC-2NJ6
PG169300023576866,OD169300023576866,MERCH_DIST_001,E_WALLET,GOPAY,276000,7257,268743,IDR,SETTLED,Depot Bayu,depot.bayu@gmail.com,2023-08-04 16:00:00,2023-08-04 16:02:00,2023-08-05 21:02:00,XZI4-7VXQ-NUB8-ZUI4
PG169300003411144,OD169300003411144,MERCH_DIST_001,QRIS,SHOPEEPAY,538000,16254,521746,IDR,SETTLED,Grosir Putra,grosir.putra@email.com,2023-08-19 15:00:00,2023-08-19 15:01:00,2023-08-21 02:01:00,XVAU-MM57-B0O9-99BY
PG169300013579713,OD169300013579713,MERCH_DIST_001,E_WALLET,SHOPEEPAY,288000,5757,282243,IDR,SETTLED,Agen Dewi,agen.dewi@email.com,2023-08-21 18:00:00,2023-08-21 18:05:00,2023-08-22 16:05:00,170L-CBOD-0JY7-USQ6
PG169300021864768,OD169300021864768,MERCH_DIST_001,E_WALLET,GOPAY,252000,4797,247203,IDR,SETTLED,Grosir Opi,grosir.opi@yahoo.com,2023-08-06 15:00:00,2023-08-06 15:04:00,2023-08-07 23:04:00,GYTA-12YC-NRKI-1KPC
PG169300023567732,OD169300023567732,MERCH_DIST_001,QRIS,OVO,1271000,29134,1241866,IDR,SETTLED,Warung Tri,tri@email.com,2023-08-12 19:00:00,2023-08-12 19:01:00,2023-08-13 19:01:00,75H7-QSHX-NKQD-OWII
PG169300021512400,OD169300021512400,MERCH_DIST_001,QRIS,LINKAJA,124000,3989,120011,IDR,SETTLED,Warung Anto,anto@email.com,2023-09-02 15:00:00,2023-09-02 15:03:00,2023-09-03 07:03:00,C7M8-DCE7-5QTD-1WXY
PG169300022555872,OD169300022555872,MERCH_DIST_001,QRIS,SHOPEEPAY,227000,4964,222036,IDR,SETTLED,Warung Tono,tono@gmail.com,2023-08-21 15:00:00,2023-08-21 15:05:00,2023-08-22 06:05:00,O7N8-BW9U-C9TS-OYJL
PG169300006296840,OD169300006296840,MERCH_DIST_001,E_WALLET,GOPAY,278000,6218,271782,IDR,SETTLED,TB Bambang,tb.bambang@yahoo.com,2023-08-19 16:00:00,2023-08-19 16:03:00,2023-08-21 04:03:00,HGU7-9SP5-QV38-OF2O
PG169300018030981,OD169300018030981,MERCH_DIST_001,QRIS,GOPAY,84000,1800,82200,IDR,SETTLED,TB Vera,tb.vera@mail.com,2023-08-17 20:00:00,2023-08-17 20:01:00,2023-08-19 00:01:00,2NH7-VNJG-NXGY-VFO9
PG169300024545472,OD169300024545472,MERCH_DIST_001,QRIS,GOPAY,90000,2355,87645,IDR,SETTLED,Depot Nana,depot.nana@mail.com,2023-09-03 17:00:00,2023-09-03 17:01:00,2023-09-04 05:01:00,GSBF-F1Y0-HJ93-CFLX
PG169300021078603,OD169300021078603,MERCH_DIST_001,QRIS,LINKAJA,516000,13250,502750,IDR,SETTLED,CV Kiki,cv.kiki@gmail.com,2023-08-06 22:00:00,2023-08-06 22:03:00,2023-08-07 22:03:00,J6F0-ZJV3-B2CD-9S77
PG169300018494814,OD169300018494814,MERCH_DIST_001,E_WALLET,DANA,1094000,22050,1071950,IDR,SETTLED,Depot Lina,depot.lina@gmail.com,2023-08-02 21:00:00,2023-08-02 21:01:00,2023-08-03 10:01:00,SDWD-H0Z4-5TL5-6B2A
PG169300005507190,OD169300005507190,MERCH_DIST_001,QRIS,GOPAY,474000,15867,458133,IDR,SETTLED,Agen Erna,agen.erna@gmail.com,2023-08-15 16:00:00,2023-08-15 16:05:00,2023-08-16 14:05:00,70HU-ZQM2-19X4-1MC3
PG169300002903760,OD169300002903760,MERCH_DIST_001,QRIS,DANA,449000,11147,437853,IDR,SETTLED,Depot Sri,depot.sri@mail.com,2023-09-03 12:00:00,2023-09-03 12:02:00,2023-09-04 04:02:00,9X2L-4Q2C-JVOO-B47S
PG169300011046357,OD169300011046357,MERCH_DIST_001,E_WALLET,LINKAJA,678000,17306,660694,IDR,SETTLED,Agen Vera,agen.vera@mail.com,2023-08-09 17:00:00,2023-08-09 17:04:00,2023-08-11 03:04:00,4FAU-KAG8-CTXJ-Q29L
PG169300005138478,OD169300005138478,MERCH_DIST_001,QRIS,OVO,938000,23378,914622,IDR,SETTLED,Agen Opi,agen.opi@yahoo.com,2023-08-29 21:00:00,2023-08-29 21:03:00,2023-08-31 02:03:00,XTZ6-P3CM-Z9XM-9S40
PG169300022830680,OD169300022830680,MERCH_DIST_001,QRIS,GOPAY,180000,5356,174644,IDR,SETTLED,TB Nurul,tb.nurul@email.com,2023-08-07 17:00:00,2023-08-07 17:05:00,2023-08-08 17:05:00,VUIE-T1EZ-YKS6-NH73
PG169300003142354,OD169300003142354,MERCH_DIST_001,E_WALLET,DANA,684000,12714,671286,IDR,SETTLED,CV Nurul,cv.nurul@gmail.com,2023-08-08 20:00:00,2023-08-08 20:04:00,2023-08-09 11:04:00,CMZC-MQ02-DIHT-QOU9
PG169300011285824,OD169300011285824,MERCH_DIST_001,QRIS,GOPAY,829000,15615,813385,IDR,SETTLED,CV Ida,cv.ida@yahoo.com,2023-08-26 16:00:00,2023-08-26 16:01:00,2023-08-27 20:01:00,PUYF-57VR-QQ0B-JN2U
PG169300012909416,OD169300012909416,MERCH_DIST_001,QRIS,OVO,278000,5470,272530,IDR,SETTLED,Grosir Candra,grosir.candra@email.com,2023-08-07 14:00:00,2023-08-07 14:03:00,2023-08-08 12:03:00,1I3U-3TJ1-DKPV-1Y8M
PG169300018055371,OD169300018055371,MERCH_DIST_001,QRIS,LINKAJA,425000,11637,413363,IDR,SETTLED,Kios Novi,kios.novi@gmail.com,2023-09-05 21:00:00,2023-09-05 21:01:00,2023-09-06 22:01:00,KEEJ-PGGA-2A4H-AM8B
PG169300021158350,OD169300021158350,MERCH_DIST_001,QRIS,OVO,240000,3848,236152,IDR,SETTLED,Toko Erna,erna@mail.com,2023-09-01 14:00:00,2023-09-01 14:03:00,2023-09-02 11:03:00,MNDY-F6C6-R2TM-9PYT
PG169300022602921,OD169300022602921,MERCH_DIST_001,E_WALLET,DANA,136000,4539,131461,IDR,SETTLED,Kios Tina,kios.tina@email.com,2023-08-19 18:00:00,2023-08-19 18:03:00,2023-08-20 13:03:00,9YZ9-SDN2-MDSD-6MHB
PG169300011959808,OD169300011959808,MERCH_DIST_001,QRIS,GOPAY,48000,803,47197,IDR,SETTLED,Kios Feri,kios.feri@gmail.com,2023-08-18 16:00:00,2023-08-18 16:01:00,2023-08-19 09:01:00,6CAQ-VIP8-75A7-1PIX
PG169300007952046,OD169300007952046,MERCH_DIST_001,QRIS,SHOPEEPAY,297000,8798,288202,IDR,SETTLED,CV Priyanto,cv.priyanto@mail.com,2023-08-17 22:00:00,2023-08-17 22:03:00,2023-08-19 01:03:00,WUIK-7NE4-CI6I-323T
PG169300013896990,OD169300013896990,MERCH_DIST_001,QRIS,LINKAJA,420000,13238,406762,IDR,SETTLED,PT Oka,pt.oka@gmail.com,2023-08-09 16:00:00,2023-08-09 16:03:00,2023-08-10 06:03:00,D7ZE-FRJQ-P7SA-O1MQ
PG169300008653988,OD169300008653988,MERCH_DIST_001,E_WALLET,SHOPEEPAY,600000,11658,588342,IDR,SETTLED,Toko Rizal,rizal@email.com,2023-08-06 19:00:00,2023-08-06 19:01:00,2023-08-07 22:01:00,HJFX-CTUV-N82W-DU2J
PG169300006748004,OD169300006748004,MERCH_DIST_001,QRIS,OVO,953000,15080,937920,IDR,SETTLED,PT Asep,pt.asep@gmail.com,2023-09-02 16:00:00,2023-09-02 16:05:00,2023-09-03 05:05:00,YPU4-0YIN-HAWN-9C72
PG169300022949520,OD169300022949520,MERCH_DIST_001,E_WALLET,OVO,160000,4202,155798,IDR,SETTLED,Grosir Siti,grosir.siti@yahoo.com,2023-09-02 21:00:00,2023-09-02 21:02:00,2023-09-03 09:02:00,QPAA-3LHP-XD21-L3E6
PG169300022981982,OD169300022981982,MERCH_DIST_001,E_WALLET,OVO,16000,362,15638,IDR,SETTLED,Depot Wati,depot.wati@mail.com,2023-08-26 12:00:00,2023-08-26 12:05:00,2023-08-27 18:05:00,5KF5-SDZB-45T1-GHDB
PG169300010472888,OD169300010472888,MERCH_DIST_001,QRIS,OVO,210000,4636,205364,IDR,SETTLED,Agen Dian,agen.dian@yahoo.com,2023-08-16 12:00:00,2023-08-16 12:02:00,2023-08-17 15:02:00,BLIP-43NN-413G-VKMW
PG169300019500054,OD169300019500054,MERCH_DIST_001,QRIS,LINKAJA,322000,8189,313811,IDR,SETTLED,PT Siti,pt.siti@yahoo.com,2023-08-18 15:00:00,2023-08-18 15:01:00,2023-08-20 03:01:00,I0IO-12FA-JZ4A-PN3V
PG169300014999412,OD169300014999412,MERCH_DIST_001,QRIS,GOPAY,270000,5114,264886,IDR,SETTLED,TB Nina,tb.nina@gmail.com,2023-08-31 21:00:00,2023-08-31 21:05:00,2023-09-02 03:05:00,TKZJ-4PRO-1IRO-Q2D4
PG169300005223204,OD169300005223204,MERCH_DIST_001,QRIS,LINKAJA,144000,4876,139124,IDR,SETTLED,Kios Novi,kios.novi@mail.com,2023-08-08 18:00:00,2023-08-08 18:02:00,2023-08-09 13:02:00,Z8RC-4OCO-VDUJ-0IC5
PG169300005394586,OD169300005394586,MERCH_DIST_001,QRIS,OVO,410000,7375,402625,IDR,SETTLED,Warung Yanto,yanto@gmail.com,2023-08-31 15:00:00,2023-08-31 15:01:00,2023-09-01 07:01:00,01T5-BW7S-TAL4-MR1Y
PG169300012043104,OD169300012043104,MERCH_DIST_001,QRIS,LINKAJA,260000,6380,253620,IDR,SETTLED,UD Ida,ud.ida@gmail.com,2023-08-25 22:00:00,2023-08-25 22:05:00,2023-08-26 10:05:00,J5ZY-4PKH-DIYK-YO97
